seed,timestep,episode,latest_reward,mean_reward_rolling,action_easier_pct,action_same_pct,action_harder_pct
999,14080,938,0.2577,0.0201,0.2438,0.4315,0.3246
999,14336,955,0.2443,0.183,0.242,0.4343,0.3237
999,14592,972,0.2529,0.1751,0.2399,0.4374,0.3226
999,14848,989,0.2001,0.1577,0.2383,0.4403,0.3214
999,15104,1006,-0.5717,0.1835,0.236,0.4435,0.3206
999,15360,1024,0.2607,0.1655,0.2352,0.4451,0.3197
999,15616,1041,0.3662,0.1475,0.2335,0.4481,0.3184
999,15872,1058,0.1674,0.0948,0.2319,0.4511,0.317
999,16128,1075,0.2067,0.1768,0.2308,0.4538,0.3154
999,16384,1092,0.2747,0.1424,0.2295,0.4555,0.315
999,16640,1109,0.1363,0.1982,0.2283,0.4579,0.3138
999,16896,1126,0.1385,0.172,0.2267,0.4602,0.3132
999,17152,1143,0.3209,0.1749,0.2256,0.4626,0.3118
999,17408,1160,0.1975,0.1997,0.2243,0.4651,0.3106
999,17664,1177,0.3147,0.2115,0.2231,0.4678,0.3091
999,17920,1194,0.3026,0.1678,0.222,0.4698,0.3081
999,18176,1211,0.2765,0.1944,0.2206,0.4722,0.3072
999,18432,1228,0.2743,0.2112,0.2193,0.4744,0.3063
999,18688,1245,0.2583,0.2272,0.2181,0.4771,0.3048
999,18944,1262,0.2644,0.2409,0.2168,0.4798,0.3034
999,19200,1280,0.2828,0.1916,0.2157,0.4823,0.302
999,19456,1297,0.2915,0.2435,0.2146,0.4848,0.3006
999,19712,1314,0.1947,0.2041,0.214,0.4859,0.3
999,19968,1331,0.1934,0.2183,0.2126,0.4889,0.2985
999,20224,1348,-0.6326,0.1727,0.2112,0.4909,0.2979
999,20480,1365,-0.2923,0.1594,0.2104,0.4928,0.2969
999,20736,1382,0.2926,0.1697,0.2089,0.4956,0.2955
999,20992,1399,0.216,0.2142,0.2076,0.4981,0.2944
999,21248,1416,0.2718,0.1748,0.2066,0.5001,0.2933
999,21504,1433,0.2535,0.2181,0.2054,0.5026,0.2921
999,21760,1450,0.2615,0.2015,0.2044,0.5045,0.2912
999,22016,1467,0.2828,0.1434,0.2034,0.5062,0.2904
999,22272,1484,0.2707,0.2159,0.2021,0.5087,0.2892
999,22528,1501,0.2632,0.1839,0.201,0.5104,0.2885
999,22784,1518,0.3455,0.1846,0.1997,0.5129,0.2874
999,23040,1536,0.2699,0.204,0.1984,0.515,0.2867
999,23296,1553,0.28,0.2161,0.1974,0.5169,0.2857
999,23552,1570,-0.4667,0.2053,0.1968,0.5186,0.2846
999,23808,1587,0.1945,0.1999,0.1959,0.5203,0.2839
999,24064,1604,0.1424,0.1807,0.1949,0.5219,0.2832
999,24320,1621,0.1811,0.1779,0.1942,0.5234,0.2824
999,24576,1638,0.2409,0.1575,0.1936,0.5247,0.2817
