seed,timestep,episode,latest_reward,mean_reward_rolling,action_easier_pct,action_same_pct,action_harder_pct
789,14336,955,0.2667,0.1492,0.2419,0.4297,0.3284
789,14592,972,0.2336,0.1239,0.2399,0.4331,0.327
789,14848,989,0.2943,0.1598,0.2381,0.4352,0.3266
789,15104,1006,0.1863,0.1476,0.2364,0.438,0.3256
789,15360,1024,0.285,0.2409,0.2346,0.4405,0.3249
789,15616,1041,0.3,0.2293,0.2329,0.4433,0.3238
789,15872,1058,0.3598,0.1914,0.2313,0.4452,0.3235
789,16128,1075,0.2545,0.1803,0.2301,0.4467,0.3232
789,16384,1092,-0.2697,0.2002,0.2285,0.4495,0.322
789,16640,1109,0.274,0.1489,0.2272,0.4519,0.321
789,16896,1126,0.2025,0.2282,0.2253,0.455,0.3197
789,17152,1143,0.2202,0.1807,0.2237,0.457,0.3193
789,17408,1160,0.2378,0.2075,0.2219,0.4599,0.3182
789,17664,1177,0.2659,0.1749,0.2202,0.4628,0.317
789,17920,1194,0.2635,0.2095,0.2191,0.4647,0.3161
789,18176,1211,0.3164,0.1715,0.218,0.467,0.315
789,18432,1228,0.2879,0.1185,0.2167,0.4691,0.3142
789,18688,1245,0.2909,0.1211,0.2157,0.4713,0.313
789,18944,1262,0.2913,0.1967,0.2146,0.4733,0.3121
789,19200,1280,0.273,0.1903,0.2134,0.4751,0.3115
789,19456,1297,0.2896,0.1977,0.2122,0.4775,0.3103
789,19712,1314,0.2862,0.2186,0.2111,0.4796,0.3093
789,19968,1331,0.2087,0.1721,0.2101,0.4814,0.3084
789,20224,1348,0.1961,0.2325,0.2088,0.4839,0.3073
789,20480,1365,0.2028,0.1986,0.2076,0.4864,0.306
789,20736,1382,0.2055,0.2234,0.2064,0.4886,0.305
789,20992,1399,0.1899,0.202,0.2053,0.4902,0.3045
789,21248,1416,-0.549,0.1779,0.2042,0.4924,0.3034
789,21504,1433,0.2609,0.1898,0.203,0.4948,0.3022
789,21760,1450,0.2625,0.1658,0.2017,0.4965,0.3018
789,22016,1467,0.2747,0.1806,0.2008,0.4987,0.3006
789,22272,1484,0.1744,0.2057,0.1995,0.5006,0.2998
789,22528,1501,0.2662,0.1952,0.1986,0.5028,0.2987
789,22784,1518,0.1795,0.1935,0.1979,0.5046,0.2975
789,23040,1536,0.2457,0.1789,0.1971,0.5063,0.2965
789,23296,1553,0.3429,0.1887,0.1962,0.5082,0.2956
789,23552,1570,-0.479,0.1503,0.1954,0.5097,0.2949
789,23808,1587,0.1374,0.2153,0.1942,0.5121,0.2938
789,24064,1604,0.2887,0.1502,0.1931,0.5139,0.293
789,24320,1621,0.2633,0.1632,0.1926,0.5149,0.2925
789,24576,1638,0.2526,0.2008,0.1917,0.5168,0.2915
