seed,timestep,episode,latest_reward,mean_reward_rolling,action_easier_pct,action_same_pct,action_harder_pct
456,18176,1211,-0.4821,0.1128,0.2131,0.482,0.305
456,18432,1228,0.2835,0.2144,0.211,0.4852,0.3038
456,18688,1245,0.2785,0.2127,0.2093,0.4882,0.3025
456,18944,1262,0.2385,0.2471,0.2077,0.4909,0.3015
456,19200,1280,0.2188,0.1518,0.2064,0.4928,0.3008
456,19456,1297,0.284,0.2264,0.205,0.4949,0.3002
456,19712,1314,0.1796,0.2031,0.2035,0.4977,0.2989
456,19968,1331,0.1889,0.1527,0.2024,0.4999,0.2976
456,20224,1348,0.1715,0.1913,0.2013,0.5016,0.2971
456,20480,1365,0.1861,0.1576,0.2001,0.5036,0.2962
456,20736,1382,0.2271,0.1925,0.1988,0.506,0.2952
456,20992,1399,0.2577,0.1939,0.1975,0.5081,0.2944
456,21248,1416,0.2012,0.1741,0.1963,0.5107,0.293
456,21504,1433,0.2429,0.1832,0.1948,0.5133,0.2919
456,21760,1450,0.1931,0.1469,0.1939,0.5148,0.2913
456,22016,1467,0.2791,0.2144,0.1929,0.5165,0.2906
456,22272,1484,-0.5371,0.2063,0.192,0.5185,0.2895
456,22528,1501,0.2909,0.171,0.191,0.5201,0.2889
456,22784,1518,0.2698,0.1905,0.1898,0.5225,0.2877
456,23040,1536,0.2591,0.1875,0.1889,0.5242,0.2869
456,23296,1553,0.2709,0.2178,0.1879,0.526,0.2861
456,23552,1570,0.2757,0.2268,0.1869,0.5276,0.2855
456,23808,1587,0.1324,0.1457,0.186,0.5293,0.2847
456,24064,1604,-0.2776,0.1735,0.1851,0.5308,0.2841
456,24320,1621,0.2806,0.1819,0.1844,0.5324,0.2832
456,24576,1638,0.1238,0.219,0.1834,0.5345,0.2821
