seed,timestep,episode,latest_reward,mean_reward_rolling,action_easier_pct,action_same_pct,action_harder_pct
123,256,17,0.3087,0.0397,0.3398,0.3008,0.3594
123,512,34,0.3218,0.1318,0.332,0.3262,0.3418
123,768,51,0.1902,-0.0359,0.3424,0.319,0.3385
123,1024,68,0.373,0.0832,0.3408,0.3281,0.3311
123,1280,85,0.2987,0.042,0.3484,0.3164,0.3352
123,1536,102,0.2758,0.0089,0.3568,0.3158,0.3275
123,1792,119,0.3,0.0429,0.3532,0.3192,0.3276
123,2048,136,0.229,0.0608,0.3462,0.3242,0.3296
123,2304,153,-0.6579,0.0059,0.3429,0.3255,0.3316
123,2560,170,-0.2178,0.0376,0.3379,0.3305,0.3316
123,2816,187,0.3462,-0.0179,0.3363,0.3317,0.332
123,3072,204,-0.2009,0.011,0.3314,0.3307,0.3379
123,3328,221,0.1705,0.055,0.3308,0.3329,0.3362
123,3584,238,0.2741,0.0323,0.3304,0.3345,0.3351
123,3840,256,0.2406,0.0823,0.3289,0.3323,0.3388
123,4096,273,0.3704,0.1732,0.3267,0.3342,0.3391
123,4352,290,-0.1677,0.0595,0.3247,0.3366,0.3387
123,4608,307,-0.2671,0.123,0.3203,0.3424,0.3372
123,4864,324,0.2896,0.0597,0.3178,0.3452,0.337
123,5120,341,0.3078,0.1348,0.3154,0.3449,0.3396
123,5376,358,-0.2134,0.0574,0.3164,0.3449,0.3387
123,5632,375,-0.2059,0.0675,0.3136,0.3473,0.3391
123,5888,392,-0.1999,0.1122,0.3118,0.3499,0.3383
123,6144,409,0.1933,0.1212,0.3127,0.3499,0.3374
123,6400,426,0.2204,0.1251,0.3089,0.3545,0.3366
123,6656,443,0.2707,0.1894,0.3083,0.357,0.3347
123,6912,460,0.2937,0.1408,0.3061,0.3587,0.3352
123,7168,477,0.3003,0.122,0.304,0.3609,0.3351
123,7424,494,0.2755,0.194,0.3019,0.3631,0.335
123,7680,512,0.2822,0.0786,0.3003,0.3664,0.3333
123,7936,529,0.3049,0.0923,0.2984,0.3678,0.3338
123,8192,546,0.373,0.1503,0.2969,0.3702,0.3329
123,8448,563,-0.222,0.1394,0.2944,0.3733,0.3323
123,8704,580,0.1397,0.151,0.2923,0.3751,0.3326
123,8960,597,-0.2232,0.1134,0.2923,0.376,0.3317
123,9216,614,0.2376,0.1663,0.2912,0.3781,0.3306
123,9472,631,0.2793,0.1344,0.2889,0.381,0.3301
123,9728,648,0.2752,0.1463,0.2872,0.3837,0.3291
123,9984,665,0.3539,0.1373,0.2857,0.385,0.3293
123,10240,682,0.2514,0.1869,0.2848,0.387,0.3282
123,10496,699,0.2998,0.095,0.2828,0.3898,0.3275
123,10752,716,0.2464,0.1557,0.2805,0.3923,0.3272
123,11008,733,0.2793,0.0487,0.2783,0.3944,0.3273
123,11264,750,0.2808,0.1582,0.2757,0.3969,0.3273
123,11520,768,0.2802,0.1504,0.2734,0.3997,0.3269
123,11776,785,0.3001,0.1795,0.2717,0.4023,0.3259
123,12032,802,0.2896,0.1645,0.2702,0.4029,0.3269
123,12288,819,0.179,0.19,0.2683,0.4059,0.3258
123,12544,836,-0.2963,0.1055,0.2667,0.4071,0.3262
123,12800,853,0.2156,0.2145,0.2644,0.4104,0.3252
123,13056,870,0.2704,0.1809,0.2621,0.4131,0.3248
123,13312,887,0.3003,0.2223,0.2595,0.4168,0.3237
123,13568,904,0.1559,0.1992,0.2577,0.4191,0.3232
123,13824,921,0.3011,0.179,0.2557,0.4222,0.322
123,14080,938,-0.2139,0.1426,0.2541,0.4253,0.3206
123,14336,955,0.2716,0.1705,0.2524,0.427,0.3207
123,14592,972,0.2147,0.1061,0.2505,0.4298,0.3197
123,14848,989,0.2762,0.2011,0.2488,0.433,0.3182
123,15104,1006,0.2428,0.1222,0.2473,0.4347,0.3181
123,15360,1024,0.2808,0.1466,0.2465,0.4363,0.3171
123,15616,1041,0.3508,0.22,0.2446,0.4388,0.3166
123,15872,1058,0.1743,0.2008,0.2428,0.4416,0.3157
123,16128,1075,0.1334,0.1758,0.2407,0.4451,0.3142
123,16384,1092,0.2667,0.1674,0.2389,0.4476,0.3135
123,16640,1109,0.2014,0.1371,0.2371,0.451,0.3119
123,16896,1126,0.1842,0.1173,0.2351,0.4541,0.3108
123,17152,1143,0.273,0.1898,0.233,0.4573,0.3097
123,17408,1160,0.2763,0.1787,0.2312,0.4598,0.3089
123,17664,1177,0.2764,0.1613,0.2297,0.4622,0.3081
123,17920,1194,0.2513,0.1915,0.228,0.4646,0.3074
123,18176,1211,0.2801,0.1864,0.2268,0.4668,0.3064
123,18432,1228,0.2543,0.1433,0.2252,0.4693,0.3055
123,18688,1245,0.2691,0.2118,0.2237,0.4716,0.3047
123,18944,1262,0.2769,0.2107,0.222,0.4742,0.3038
123,19200,1280,0.2862,0.2395,0.2201,0.4768,0.3031
123,19456,1297,0.2817,0.0985,0.2189,0.4787,0.3025
123,19712,1314,0.2809,0.2137,0.218,0.4801,0.3019
123,19968,1331,0.2721,0.2115,0.2171,0.4816,0.3012
123,20224,1348,0.2014,0.1559,0.2157,0.4839,0.3004
123,20480,1365,0.1321,0.2231,0.2147,0.4857,0.2996
123,20736,1382,0.244,0.2053,0.2133,0.4883,0.2984
123,20992,1399,0.2657,0.2051,0.2127,0.4897,0.2976
123,21248,1416,-0.5719,0.132,0.2119,0.4914,0.2967
123,21504,1433,0.2086,0.2138,0.2106,0.4935,0.2959
123,21760,1450,0.2751,0.2016,0.2096,0.4956,0.2949
123,22016,1467,0.2319,0.2069,0.209,0.4969,0.2941
123,22272,1484,0.1743,0.1804,0.2081,0.4984,0.2935
123,22528,1501,0.2592,0.176,0.2073,0.5003,0.2924
123,22784,1518,0.2853,0.2161,0.2065,0.5022,0.2913
123,23040,1536,0.2287,0.1924,0.2054,0.5039,0.2907
123,23296,1553,0.3415,0.1952,0.2046,0.5048,0.2906
123,23552,1570,0.1829,0.211,0.2037,0.5065,0.2898
123,23808,1587,0.1267,0.2004,0.203,0.5078,0.2891
123,24064,1604,0.1236,0.2062,0.2019,0.5101,0.2881
123,24320,1621,0.1847,0.2041,0.201,0.5118,0.2872
123,24576,1638,0.2981,0.2147,0.2004,0.513,0.2865
