seed,timestep,episode,latest_reward,mean_reward_rolling,action_easier_pct,action_same_pct,action_harder_pct
123,14080,938,0.2976,0.1971,0.2587,0.4158,0.3255
123,14336,955,0.2795,0.1217,0.257,0.4169,0.3261
123,14592,972,0.3359,0.1452,0.2553,0.4202,0.3245
123,14848,989,-0.5839,0.1492,0.2537,0.4232,0.3231
123,15104,1006,-0.5642,0.1059,0.2526,0.4249,0.3224
123,15360,1024,0.2638,0.1642,0.2523,0.4267,0.321
123,15616,1041,0.3624,0.2159,0.2508,0.4292,0.3201
123,15872,1058,0.1938,0.2272,0.2494,0.4314,0.3192
123,16128,1075,0.1357,0.2206,0.2473,0.4349,0.3178
123,16384,1092,0.2971,0.0951,0.2459,0.4372,0.3169
123,16640,1109,-0.2219,0.1752,0.2442,0.4404,0.3154
123,16896,1126,0.1788,0.2001,0.2423,0.4435,0.3142
123,17152,1143,0.2926,0.1757,0.2403,0.4465,0.3131
123,17408,1160,0.3019,0.1848,0.2389,0.4485,0.3126
123,17664,1177,0.2564,0.1995,0.2371,0.4509,0.312
123,17920,1194,0.2955,0.1869,0.2355,0.4531,0.3114
123,18176,1211,0.2552,0.1977,0.2342,0.4553,0.3106
123,18432,1228,0.298,0.0864,0.2325,0.4574,0.3101
123,18688,1245,0.2895,0.214,0.2312,0.4599,0.3089
123,18944,1262,0.2672,0.2158,0.2295,0.4624,0.3081
123,19200,1280,0.2647,0.2055,0.2279,0.4649,0.3072
123,19456,1297,0.2873,0.1819,0.2265,0.4668,0.3067
123,19712,1314,-0.1724,0.177,0.2258,0.4676,0.3066
123,19968,1331,0.2417,0.1927,0.2248,0.4694,0.3058
123,20224,1348,0.1866,0.1761,0.2235,0.4717,0.3047
123,20480,1365,0.124,0.1867,0.2227,0.4733,0.304
123,20736,1382,0.2448,0.214,0.2212,0.476,0.3028
123,20992,1399,0.1841,0.1949,0.2207,0.4772,0.3022
123,21248,1416,-0.5677,0.1604,0.2197,0.479,0.3013
123,21504,1433,0.1826,0.2156,0.2184,0.4811,0.3005
123,21760,1450,0.2377,0.1919,0.2176,0.4826,0.2997
123,22016,1467,0.2201,0.1802,0.2172,0.4836,0.2991
123,22272,1484,0.1462,0.1409,0.2165,0.4848,0.2986
123,22528,1501,0.2846,0.1645,0.2157,0.4864,0.2979
123,22784,1518,0.1864,0.219,0.2146,0.4885,0.2969
123,23040,1536,0.2422,0.1891,0.2135,0.49,0.2964
123,23296,1553,0.3485,0.1667,0.2127,0.4912,0.2961
123,23552,1570,0.2163,0.1642,0.2118,0.4926,0.2956
123,23808,1587,0.1219,0.2087,0.211,0.4942,0.2947
123,24064,1604,0.1597,0.2053,0.2101,0.4961,0.2938
123,24320,1621,0.1865,0.2077,0.2093,0.4978,0.2929
123,24576,1638,0.2082,0.2173,0.2087,0.4989,0.2924
